代码,名称,信号日期,策略类型,信号价,当前总涨跌,平均表现,首次盈利天数,首次亏损天数,持仓天数,走势流,风险预警
002166,莱茵生物,20251226,E_Leader_Restart (二次启动),9.43,-28.31%,-12.20%,19,1,144,------------------+++------------------------+--------------------------------------------------------------------------------------------------,深度套牢
002427,尤夫股份,20251226,E_Leader_Restart (二次启动),6.69,-35.58%,-11.27%,1,4,144,+++---+++-++++++++++++++++++++++++++++++++++++++++++-------------+------------------------------------------------------------------------------,深度套牢 | 冲高回落
603587,地素时尚,20251226,D_Strong_Breakout (高风险追涨/优化),13.77,-14.31%,-9.72%,从未,1,156,------------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
600589,大位科技,20260221,E_Leader_Restart (二次启动),13.19,-37.98%,-21.61%,53,1,115,----------------------------------------------------+----+---------------------------------------------------------,深度套牢
001330,博纳影业,20260221,E_Leader_Restart (二次启动),12.77,-59.28%,-43.64%,从未,1,111,---------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
000735,罗 牛 山,20251203,C_New_Strategy (最高共振),9.68,-45.45%,-28.60%,5,1,160,----++++++--+++++-----------------------------------------------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
603718,海利生物,20251203,B_Low_Position_Start (低风险埋伏),7.04,-57.81%,-42.51%,从未,1,136,----------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002019,亿帆医药,20251203,B_Low_Position_Start (低风险埋伏),12.86,-19.52%,-10.61%,1,2,139,+----+--------------------+++++++++++++++++----++-++-+++-----------------------------------------------------------------------------------,深度套牢 | 冲高回落
003018,金富科技,20251203,E_Leader_Restart (二次启动),22.35,71.36%,69.45%,45,1,164,--------------------------------------------+-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,正常
000411,英特集团,20251203,E_Leader_Restart (二次启动),12.93,-23.98%,-14.96%,1,8,136,+++++++--------------------------------+------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
603890,春秋电子,20260606,E_Leader_Restart (二次启动),29.36,-36.85%,-23.52%,12,1,45,-----------+---------------------------------,深度套牢
002125,湘潭电化,20260606,E_Leader_Restart (二次启动),16.2,-22.16%,-13.08%,2,1,41,-++++++++++------------------------------,深度套牢 | 冲高回落
002579,中京电子,20251215,A_Strong_Pullback (中风险接力),11.89,-0.76%,15.25%,5,1,153,----+-++-+++++++++++++++++++++------------+++++--++-+++++++++-++----++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++--++++------,冲高回落
002235,安妮股份,20251215,E_Leader_Restart (二次启动),12.85,-32.45%,-22.97%,从未,1,156,------------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002725,跃岭股份,20251215,E_Leader_Restart (二次启动),19.08,-41.56%,-22.21%,从未,1,153,---------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
600589,大位科技,20260223,E_Leader_Restart (二次启动),13.19,-37.98%,-21.61%,53,1,115,----------------------------------------------------+----+---------------------------------------------------------,深度套牢
001330,博纳影业,20260223,E_Leader_Restart (二次启动),12.77,-59.28%,-43.64%,从未,1,111,---------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
603212,赛伍技术,20260603,A_Strong_Pullback (中风险接力),15.46,-25.36%,-20.38%,1,5,47,++++-+++++-------------------------------------,深度套牢 | 冲高回落
603633,徕木股份,20260603,E_Leader_Restart (二次启动),9.06,-33.11%,-25.20%,从未,1,43,-------------------------------------------,长期未回正 | 深度套牢
002700,万憬能源,20260603,E_Leader_Restart (二次启动),7.94,-23.68%,-9.15%,1,14,47,+++++++++++++----------------+-----------------,深度套牢 | 冲高回落
601918,新集能源,20260603,E_Leader_Restart (二次启动),10.97,-7.02%,-12.29%,1,2,47,+----------------------------------------------,正常
002107,沃华医药,20260413,E_Leader_Restart (二次启动),7.53,-16.33%,-12.82%,1,10,81,+++++++++--+---------------------------------------------------------------------,深度套牢 | 冲高回落
000026,飞亚达,20260417,E_Leader_Restart (二次启动),16.2,17.72%,19.79%,1,34,77,+++++++++++++++++++++++++++++++++--++++++++++++++++++++++++++-+---+---+-+++++,正常
002587,奥拓电子,20260627,A_Strong_Pullback (中风险接力),7.33,-22.78%,-21.30%,2,1,31,-++----------------------------,深度套牢 | 冲高回落
600058,五矿发展,20260627,E_Leader_Restart (二次启动),11.88,-4.88%,-16.80%,从未,1,31,-------------------------------,长期未回正
002802,洪汇新材,20260421,E_Leader_Restart (二次启动),15.69,-25.18%,-22.28%,从未,1,75,---------------------------------------------------------------------------,长期未回正 | 深度套牢
605388,均瑶健康,20260421,E_Leader_Restart (二次启动),8.31,-28.28%,-30.12%,从未,1,71,-----------------------------------------------------------------------,长期未回正 | 深度套牢
600992,贵绳股份,20260724,E_Leader_Restart (二次启动),11.35,-8.02%,-0.86%,1,6,11,+++++------,冲高回落
603577,汇金通,20260724,E_Leader_Restart (二次启动),10.16,2.85%,3.71%,1,6,11,+++++-----+,正常
002250,联化科技,20260724,D_Strong_Breakout (高风险追涨/优化),16.26,7.87%,-2.15%,8,1,11,-------+-++,正常
002250,联化科技,20260803,D_Strong_Breakout (高风险追涨/优化),16.26,7.87%,1.33%,2,1,5,-+-++,正常
600906,财达证券,20260529,B_Low_Position_Start (低风险埋伏),6.74,-1.78%,4.99%,2,1,50,-++-+++--+++++++++++++++++++++++++++++++----------,冲高回落
601958,金钼股份,20260529,E_Leader_Restart (二次启动),24.41,1.07%,-2.68%,10,1,50,---------+++++++++++++++-------------------------+,正常
603567,珍宝岛,20260505,B_Low_Position_Start (低风险埋伏),7.08,-5.79%,-13.59%,1,20,64,+++++++++++++++++++---------------------------------------------,冲高回落
603110,东方材料,20260319,A_Strong_Pullback (中风险接力),17.66,50.06%,18.31%,21,1,97,--------------------+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,正常
000617,中油资本,20260319,E_Leader_Restart (二次启动),9.89,-27.60%,-16.86%,1,17,97,++++++++-+++++++---------------------------------------------------------------------------------,深度套牢 | 冲高回落
600156,华升股份,20260424,E_Leader_Restart (二次启动),10.11,-22.85%,-5.86%,2,1,68,-+++++++++++++++++++++++--------------------------------------------,深度套牢 | 冲高回落
603335,迪生力,20260424,E_Leader_Restart (二次启动),7.07,-2.40%,1.84%,2,1,72,-++--++++++++++-+--++++++---+++++++++++++++++++++++---------------------,冲高回落
603890,春秋电子,20260608,E_Leader_Restart (二次启动),31.24,-40.65%,-28.53%,从未,1,44,--------------------------------------------,长期未回正 | 深度套牢
002137,实益达,20260608,E_Leader_Restart (二次启动),10.35,-22.42%,-10.35%,1,3,44,++-----+++-+++++-+++++++--------------------,深度套牢 | 冲高回落
600732,爱旭股份,20260211,A_Strong_Pullback (中风险接力),15.04,-18.35%,-9.71%,10,1,117,---------+++++++------++-+--------+++++++++++---+--------------------------------------------------------------------,深度套牢 | 冲高回落
600510,黑牡丹,20260211,A_Strong_Pullback (中风险接力),9.66,-30.23%,-13.53%,3,1,117,--+++++----------------------------------+++++++++++++--+------------------------------------------------------------,深度套牢 | 冲高回落
002921,联诚精密,20260211,E_Leader_Restart (二次启动),24.82,-8.90%,3.09%,7,1,117,------++++++++++++++------------++++++++--++++++++++++++++++++++++++++++----------++++++++++++++-+++-----------------,冲高回落
002634,棒杰股份,20260211,E_Leader_Restart (二次启动),6.66,-38.29%,-16.07%,1,18,112,+++++++++++++++++------+++++++++++++++--------------------------------------------------------------------------,深度套牢 | 冲高回落
600860,京城股份,20260211,E_Leader_Restart (二次启动),13.77,-39.80%,-24.82%,3,1,125,--+++++-++++++++++-----------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
601222,林洋能源,20260211,D_Strong_Breakout (高风险追涨/优化),6.25,-9.28%,-2.99%,1,2,117,+----+---++++++++++++-+++++------------+---+------+-+-+---+++++++++++-+----------------------------------------------,冲高回落
600992,贵绳股份,20260730,E_Leader_Restart (二次启动),11.35,-8.02%,-7.77%,1,2,7,+------,冲高回落
603577,汇金通,20260730,E_Leader_Restart (二次启动),10.16,2.85%,0.44%,1,2,7,+-----+,正常
002250,联化科技,20260730,D_Strong_Breakout (高风险追涨/优化),16.26,7.87%,-1.12%,4,1,7,---+-++,正常
002800,天顺股份,20260309,E_Leader_Restart (二次启动),24.35,-44.11%,-33.13%,5,1,113,----+------------------------------------------------------------------------------------------------------------,深度套牢
002828,贝肯能源,20260709,E_Leader_Restart (二次启动),11.87,8.42%,3.07%,1,7,17,++++++---++-+++-+,正常
605377,华旺科技,20260709,E_Leader_Restart (二次启动),9.67,-2.79%,-4.00%,1,5,22,++++------------------,正常
002828,贝肯能源,20260708,E_Leader_Restart (二次启动),11.87,8.42%,3.08%,1,8,18,+++++++---++-+++-+,正常
605377,华旺科技,20260708,E_Leader_Restart (二次启动),9.67,-2.79%,-3.93%,2,1,23,-++++------------------,正常
600992,贵绳股份,20260723,E_Leader_Restart (二次启动),11.35,-8.02%,-0.28%,1,7,12,++++++------,冲高回落
603577,汇金通,20260723,E_Leader_Restart (二次启动),10.16,2.85%,3.44%,1,7,12,++++++-----+,正常
002250,联化科技,20260723,D_Strong_Breakout (高风险追涨/优化),16.26,7.87%,-2.65%,9,1,12,--------+-++,正常
002250,联化科技,20260807,D_Strong_Breakout (高风险追涨/优化),16.26,7.87%,7.87%,1,从未,1,+,正常
002579,中京电子,20251214,A_Strong_Pullback (中风险接力),11.89,-0.76%,15.15%,1,2,154,+----+-++-+++++++++++++++++++++------------+++++--++-+++++++++-++----++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++--++++------,冲高回落
002235,安妮股份,20251214,E_Leader_Restart (二次启动),12.85,-32.45%,-22.82%,1,2,157,+------------------------------------------------------------------------------------------------------------------------------------------------------------,深度套牢
002725,跃岭股份,20251214,E_Leader_Restart (二次启动),19.08,-41.56%,-22.13%,从未,1,154,----------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
000533,顺钠股份,20260208,E_Leader_Restart (二次启动),11.25,12.44%,11.29%,1,3,120,++-+++++++-++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------++--++++++,正常
600481,双良节能,20260208,E_Leader_Restart (二次启动),10.51,-58.80%,-41.65%,1,2,116,+--+----------------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
603006,联明股份,20260425,D_Strong_Breakout (高风险追涨/优化),13.64,-17.52%,-6.37%,1,3,72,++--+++++++++++++---++++--+++--------+++++++++++------------------------,深度套牢 | 冲高回落
000026,飞亚达,20260418,E_Leader_Restart (二次启动),16.2,17.72%,19.79%,1,34,77,+++++++++++++++++++++++++++++++++--++++++++++++++++++++++++++-+---+---+-+++++,正常
002250,联化科技,20260805,D_Strong_Breakout (高风险追涨/优化),16.26,7.87%,2.77%,2,1,3,-++,正常
000533,顺钠股份,20260207,E_Leader_Restart (二次启动),11.25,12.44%,11.29%,1,3,120,++-+++++++-++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------++--++++++,正常
600481,双良节能,20260207,E_Leader_Restart (二次启动),10.51,-58.80%,-41.65%,1,2,116,+--+----------------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
601872,招商轮船,20260404,E_Leader_Restart (二次启动),19.47,-6.63%,-13.16%,1,4,86,+++-----------------+------------------------------++++-------------------------------,冲高回落
000600,建投能源,20260316,E_Leader_Restart (二次启动),10.19,-14.92%,-6.35%,7,1,100,------++---------------------------------+---++++++++++++--++++-------------------------------------,深度套牢 | 冲高回落
002802,洪汇新材,20260422,E_Leader_Restart (二次启动),15.69,-25.18%,-22.50%,从未,1,74,--------------------------------------------------------------------------,长期未回正 | 深度套牢
605388,均瑶健康,20260422,E_Leader_Restart (二次启动),8.31,-28.28%,-30.50%,从未,1,70,----------------------------------------------------------------------,长期未回正 | 深度套牢
002587,奥拓电子,20260628,A_Strong_Pullback (中风险接力),7.33,-22.78%,-21.30%,2,1,31,-++----------------------------,深度套牢 | 冲高回落
600058,五矿发展,20260628,E_Leader_Restart (二次启动),11.88,-4.88%,-16.80%,从未,1,31,-------------------------------,长期未回正
600732,爱旭股份,20260210,A_Strong_Pullback (中风险接力),15.04,-18.35%,-9.65%,11,1,118,----------+++++++------++-+--------+++++++++++---+--------------------------------------------------------------------,深度套牢 | 冲高回落
600510,黑牡丹,20260210,A_Strong_Pullback (中风险接力),9.66,-30.23%,-13.43%,4,1,118,---+++++----------------------------------+++++++++++++--+------------------------------------------------------------,深度套牢 | 冲高回落
002921,联诚精密,20260210,E_Leader_Restart (二次启动),24.82,-8.90%,3.03%,8,1,118,-------++++++++++++++------------++++++++--++++++++++++++++++++++++++++++----------++++++++++++++-+++-----------------,冲高回落
002634,棒杰股份,20260210,E_Leader_Restart (二次启动),6.66,-38.29%,-15.82%,1,19,113,++++++++++++++++++------+++++++++++++++--------------------------------------------------------------------------,深度套牢 | 冲高回落
600860,京城股份,20260210,E_Leader_Restart (二次启动),13.77,-39.80%,-24.65%,4,1,126,---+++++-++++++++++-----------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
601222,林洋能源,20260210,D_Strong_Breakout (高风险追涨/优化),6.25,-9.28%,-2.96%,2,3,118,-+----+---++++++++++++-+++++------------+---+------+-+-+---+++++++++++-+----------------------------------------------,冲高回落
002367,康力电梯,20260624,B_Low_Position_Start (低风险埋伏),5.98,-8.70%,-2.59%,1,13,33,++++++++++++---------------------,冲高回落
002068,黑猫股份,20260624,E_Leader_Restart (二次启动),11.5,-31.13%,-10.30%,1,10,29,+++++++++-+------------------,深度套牢 | 冲高回落
603679,华体科技,20260624,E_Leader_Restart (二次启动),20.76,8.09%,-8.73%,1,2,33,+--------------------------++++++,正常
003013,地铁设计,20260624,D_Strong_Breakout (高风险追涨/优化),16.98,8.07%,-6.19%,23,1,33,----------------------+-+-+++++++,正常
603567,珍宝岛,20260503,B_Low_Position_Start (低风险埋伏),7.08,-5.79%,-13.59%,1,20,64,+++++++++++++++++++---------------------------------------------,冲高回落
000048,京基智农,20260615,E_Leader_Restart (二次启动),18.91,15.65%,8.22%,1,3,39,++-+++++++++++++++++++--++--------+++++,正常
002591,恒大高新,20260508,E_Leader_Restart (二次启动),7.96,-20.73%,-10.68%,1,13,65,++++++++++++-+-------++------------------------------------------,深度套牢 | 冲高回落
603095,越剑智能,20260508,E_Leader_Restart (二次启动),24.18,-42.64%,-33.11%,1,5,73,++++---------------------------------------------------------------------,深度套牢 | 冲高回落
000600,建投能源,20260315,E_Leader_Restart (二次启动),10.19,-14.92%,-6.35%,8,1,101,-------++---------------------------------+---++++++++++++--++++-------------------------------------,深度套牢 | 冲高回落
600589,大位科技,20260215,E_Leader_Restart (二次启动),13.19,-37.98%,-21.61%,53,1,115,----------------------------------------------------+----+---------------------------------------------------------,深度套牢
001330,博纳影业,20260215,E_Leader_Restart (二次启动),12.77,-59.28%,-43.64%,从未,1,111,---------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
600998,九州通,20260124,C_New_Strategy (最高共振),5.58,-9.50%,-8.68%,1,2,130,+---------------------------------------------------------------------------------------------------------------------------------,正常
000670,盈方微,20260124,E_Leader_Restart (二次启动),9.69,-28.59%,-17.44%,1,2,130,+---------------------------------------------------------------------------+---------+-------------------------------------------,深度套牢
600192,长城电工,20260124,E_Leader_Restart (二次启动),11.35,-30.48%,-28.31%,从未,1,130,----------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002727,一心堂,20260124,D_Strong_Breakout (高风险追涨/优化),14.04,-16.38%,-13.24%,3,1,130,--+++--++-++---------------------+------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
603883,老百姓,20260124,D_Strong_Breakout (高风险追涨/优化),16.44,-22.51%,-19.93%,从未,1,130,----------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002757,南兴股份,20260108,E_Leader_Restart (二次启动),21.61,-19.11%,-0.83%,1,6,141,+++++--------+---+++++++++++++-----++++---+-------------------++++++++++++++++++++++++++++++++++--+------------------------------------------,深度套牢 | 冲高回落
002766,索菱股份,20260108,E_Leader_Restart (二次启动),7.08,-42.09%,-32.93%,从未,1,136,----------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002355,兴民智通,20260108,E_Leader_Restart (二次启动),6.59,-28.98%,-11.15%,1,7,136,++++++-------+++++++++++++++++++++++++++++++++-+--------------------++++---+------------------------------------------------------------,深度套牢 | 冲高回落
600620,天宸股份,20260108,E_Leader_Restart (二次启动),7.12,-39.19%,-22.26%,1,2,139,+-----+-+----------+-----------------------------------------------------------------------------------------------------------------------,深度套牢
000949,新乡化纤,20260108,E_Leader_Restart (二次启动),6.02,10.47%,15.78%,1,3,141,++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------+------++++++,正常
603012,创力集团,20260513,C_New_Strategy (最高共振),9.55,-14.87%,-11.51%,7,1,62,------+++++---------------------------------------------------,深度套牢 | 冲高回落
603758,秦安股份,20260513,B_Low_Position_Start (低风险埋伏),13.44,-14.21%,-24.69%,从未,1,62,--------------------------------------------------------------,长期未回正 | 深度套牢
002585,双星新材,20260513,E_Leader_Restart (二次启动),8.78,1.94%,20.06%,4,1,58,---+--+++++++++++++++++++++++++++++++++++++++----------+-+,正常
002510,天汽模,20260111,E_Leader_Restart (二次启动),7.79,-26.70%,-13.23%,1,2,136,+-+-++++++----------++++++--++++++-+----------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
002023,海特高新,20260111,E_Leader_Restart (二次启动),14.85,-29.23%,-20.47%,1,2,140,+-------------------------------------------------------------------------------------------------------------------------------------------,深度套牢
600830,香溢融通,20260111,D_Strong_Breakout (高风险追涨/优化),9.88,-17.81%,-9.50%,1,2,140,+-------++----------+-------+----------------------------------------+++++++++++++----------------------------------------------------------,深度套牢 | 冲高回落
000862,银星能源,20260306,E_Leader_Restart (二次启动),7.31,-22.98%,-13.02%,1,7,102,++++++-++++++++----------------------------+------------+-+-------------------------------------------,深度套牢 | 冲高回落
603065,宿迁联盛,20260302,C_New_Strategy (最高共振),9.65,83.94%,21.46%,14,1,110,-------------+----------------------------------------------------++++++++++++++++++++++++++++++++++++++++++++,正常
600470,六国化工,20260302,E_Leader_Restart (二次启动),7.94,-27.33%,-18.94%,4,1,110,---+++++++++--------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
002828,贝肯能源,20260302,E_Leader_Restart (二次启动),13.8,-6.74%,-15.10%,1,6,105,+++++-+++++-------------+--------------------------------------------------------------------------------,冲高回落
000554,泰山石油,20260302,E_Leader_Restart (二次启动),8.83,-25.71%,-15.84%,1,14,110,+++++++++++++-------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
603315,福鞍股份,20260302,E_Leader_Restart (二次启动),17.7,-32.26%,-15.58%,33,1,110,--------------------------------+--++++----+++++++++----------------------------------------------------------,深度套牢 | 冲高回落
601390,中国中铁,20260302,E_Leader_Restart (二次启动),6.19,-26.98%,-20.34%,从未,1,110,--------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
000968,蓝焰控股,20260302,E_Leader_Restart (二次启动),8.55,-15.44%,-4.48%,1,44,110,+++++++++++++++++++++++++++++++++++++++++++-------+-----------------------------------------------------------,深度套牢 | 冲高回落
600409,三友化工,20260302,E_Leader_Restart (二次启动),8.8,-21.25%,-21.58%,7,2,110,------++------------------------------------------------------------------------------------------------------,深度套牢
600992,贵绳股份,20260726,E_Leader_Restart (二次启动),11.35,-8.02%,-0.86%,1,6,11,+++++------,冲高回落
603577,汇金通,20260726,E_Leader_Restart (二次启动),10.16,2.85%,3.71%,1,6,11,+++++-----+,正常
002250,联化科技,20260726,D_Strong_Breakout (高风险追涨/优化),16.26,7.87%,-2.15%,8,1,11,-------+-++,正常
002995,天地在线,20260123,E_Leader_Restart (二次启动),21.64,-14.93%,2.97%,1,34,130,+++++++++++++++++++++++++++++++++-+++-+++++++++++++++++++++-+++++++++++++------++++++-+++-+---------------------------------------,深度套牢 | 冲高回落
603916,苏博特,20260123,E_Leader_Restart (二次启动),12.06,-9.20%,1.02%,1,9,130,++++++++-+++++++++++-----------------------------------------++-+++++++++++++++++++++++++++++++++++++++++-------------------------,冲高回落
600841,动力新科,20260123,E_Leader_Restart (二次启动),7.7,-24.03%,3.44%,1,34,130,+++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++-------+-------------------------------------------------,深度套牢 | 冲高回落
000045,深纺织Ａ,20260123,E_Leader_Restart (二次启动),13.28,-24.47%,-12.78%,1,2,130,+----------------+--------+----++---++++++----------------------------------------------------------------------------------------,深度套牢 | 冲高回落
002752,昇兴股份,20251216,A_Strong_Pullback (中风险接力),8.18,-27.02%,-19.62%,6,1,152,-----+-+------------------------------------------------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
600212,绿能慧充,20251216,B_Low_Position_Start (低风险埋伏),8.61,-36.00%,-19.21%,从未,1,152,--------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002235,安妮股份,20251216,E_Leader_Restart (二次启动),13.0,-33.23%,-23.95%,从未,1,155,-----------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002347,泰尔股份,20251216,E_Leader_Restart (二次启动),8.07,-26.64%,-0.53%,7,1,164,------++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++--+++++++++++-----++++++++++++-+---------------------------------------------------------------,深度套牢 | 冲高回落
002752,昇兴股份,20251216,A_Strong_Pullback (中风险接力),8.18,-27.02%,-19.62%,6,1,152,-----+-+------------------------------------------------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
600212,绿能慧充,20251216,B_Low_Position_Start (低风险埋伏),8.61,-36.00%,-19.21%,从未,1,152,--------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002235,安妮股份,20251216,E_Leader_Restart (二次启动),13.0,-33.23%,-23.95%,从未,1,155,-----------------------------------------------------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
002347,泰尔股份,20251216,E_Leader_Restart (二次启动),8.07,-26.64%,-0.53%,7,1,164,------++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++--+++++++++++-----++++++++++++-+---------------------------------------------------------------,深度套牢 | 冲高回落
603065,宿迁联盛,20260226,C_New_Strategy (最高共振),9.65,83.94%,20.99%,16,1,112,---------------+----------------------------------------------------++++++++++++++++++++++++++++++++++++++++++++,正常
002207,准油股份,20260226,E_Leader_Restart (二次启动),11.59,-47.28%,-29.93%,2,1,112,-+++++++++------------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
002828,贝肯能源,20260226,E_Leader_Restart (二次启动),13.8,-6.74%,-14.76%,2,1,107,-++++++-+++++-------------+--------------------------------------------------------------------------------,冲高回落
000554,泰山石油,20260226,E_Leader_Restart (二次启动),8.83,-25.71%,-15.44%,1,16,112,+++++++++++++++-------------------------------------------------------------------------------------------------,深度套牢 | 冲高回落
605033,美邦股份,20260226,E_Leader_Restart (二次启动),29.45,-33.45%,-30.01%,从未,1,112,----------------------------------------------------------------------------------------------------------------,长期未回正 | 深度套牢
605006,山东玻纤,20260226,E_Leader_Restart (二次启动),10.69,20.77%,32.76%,37,1,108,------------------------------------++--++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,正常
601390,中国中铁,20260226,E_Leader_Restart (二次启动),6.19,-26.98%,-19.95%,1,3,112,++--------------------------------------------------------------------------------------------------------------,深度套牢
000968,蓝焰控股,20260226,E_Leader_Restart (二次启动),8.55,-15.44%,-4.30%,1,46,112,+++++++++++++++++++++++++++++++++++++++++++++-------+-----------------------------------------------------------,深度套牢 | 冲高回落
600409,三友化工,20260226,E_Leader_Restart (二次启动),8.8,-21.25%,-21.22%,9,1,112,--------++------------------------------------------------------------------------------------------------------,深度套牢
600026,中远海能,20260226,E_Leader_Restart (二次启动),20.15,-12.36%,-0.80%,1,61,112,++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------++++--------------------------------,深度套牢 | 冲高回落
